Symbol,Name,Exchange,Last,Industry,Sector,SIC Description
AMRN,Amarin Corp Ads,NASDAQ,3.68,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
AMRS,Amyris Inc,NASDAQ,2.53,Chemical - Specialty,Basic Materials,SIC-2860 Industrial Organic Chemicals
AMRX,Amneal Pharmaceuticals Inc,NYSE,4.01,Medical - Drugs,Medical,SIC-2834 Pharmaceutical Preparations
AMS,American Shared Hospital Services,NYSE Arca,1.71,Medical Instruments,Medical,SIC-8071 Services-Medical Laboratories
AMSC,Amer Superconductor,NASDAQ,11.7,Electronics - Misc Components,Computers and Technology,SIC-3621 Motors & Generators
AMSF,Amerisafe Inc,NASDAQ,56.5,Insurance - Accident & Health,Finance,"SIC-6331 Fire, Marine & Casualty Insurance"
AMSWA,Amer Software Inc,NASDAQ,13.72,Computer - Software,Computers and Technology,SIC-7372 Services-Prepackaged Software
AMT,American Tower Corp,NYSE,235.71,REIT - Equity Trust Other,Finance,N/A
AMTB,Mercantil Bank Holding Cl A,NASDAQ,9.88,Banks - Southeast,Finance,SIC-6021 National Commercial Banks
AMTD,TD Ameritrade HD,NASDAQ,37.64,Finance - Investment Brokers,Finance,"SIC-6211 Security Brokers, Dealers & Flotation Compan"
AMTI,Applied Molecular Transport Inc,NASDAQ,29.85,Medical - Biomedical,Medical,N/A
AMTX,Aemetis Inc,NASDAQ,2.77,Biofuels,Oils-Energy,SIC-2860 Industrial Organic Chemicals
AMWD,Amer Woodmark Cp,NASDAQ,75.08,Furniture,Consumer Discretionary,"SIC-2430 Millwood, Veneer, Plywood, & Structural Wood"
AMX,America Movil S.A.B. DE C.V.,NYSE,11.71,Wireless Non-US,Computers and Technology,SIC-4813 Telephone Communications (No Radiotelephone)
AMYT,Amryt Pharma Plc ADR,NASDAQ,11.25,Medical - Biomedical,Medical,N/A
AMZN,Amazon.com Inc,NASDAQ,2999.86,Internet Commerce,Retail-Wholesale,N/A
AN,Autonation Inc,NYSE,53.03,Retail - Wsale Auto & Trucks,Retail-Wholesale,SIC-5500 Retail-Auto Dealers & Gasoline Stations
ANAB,Anaptysbio Inc,NASDAQ,14.81,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
ANAT,Amer Natl Insurance,NASDAQ,67.5,Insurance - Multi Line,Finance,SIC-6311 Life Insurance
ANCN,Anchiano Therapeutics Ltd ADR,NASDAQ,1.01,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
ANDE,Andersons Inc,NASDAQ,17.96,Agriculture Products,Basic Materials,SIC-5150 Wholesale-Farm Product Raw Materials
ANET,Arista Networks Inc,NYSE,198.48,Communications Components,Computers and Technology,N/A
ANF,Abercrombie & Fitch Company,NYSE,14.58,Retail - Apparel & Shoes,Retail-Wholesale,SIC-5651 Retail-Family Clothing Stores
ANGI,Homeservices Inc,NASDAQ,10.05,Internet - Services,Computers and Technology,SIC-7310 Services-Advertising
ANGO,Angiodynamics Inc,NASDAQ,10.15,Medical Instruments,Medical,SIC-3841 Surgical & Medical Instruments & Apparatus
ANH,Anworth Mortgage Asset Corp,NYSE,1.67,REIT - Mortgage Trusts,Finance,SIC-6798 Real Estate Investment Trusts
ANIK,Anika Therapeutics,NASDAQ,32.56,Medical - Biomedical,Medical,SIC-3841 Surgical & Medical Instruments & Apparatus
ANIP,ANI Pharma Inc,NASDAQ,28.13,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
ANIX,Anixa Biosciences Inc,NASDAQ,2.38,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
ANNX,Annexon Inc,NASDAQ,23,Medical - Biomedical,Medical,N/A
ANPC,Anpac Bio-Medical Science CO ADR,NASDAQ,4.68,Medical - Biomedical,Medical,SIC-8071 Services-Medical Laboratories
ANSS,Ansys Inc,NASDAQ,302.55,Computer - Software,Computers and Technology,N/A
ANTE,Airnet Technology Inc,NASDAQ,0.8,Transportation - Airline,Transportation,N/A
ANTM,Anthem Inc,NYSE,245.73,Medical - HMO,Medical,N/A
ANVS,Annovis Bio Inc,NYSE Arca,4.66,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
ANY,Sphere 3D Corp,NASDAQ,2.6,IT Services,Computers and Technology,SIC-7374 Services-Computer Processing & Data Preparat
AON,AON Plc,NYSE,200.41,Insurance - Brokers,Finance,N/A
AOS,Smith [A.O.] Corp,NYSE,51.8,Machinery - Electrical,Industrial Products,N/A
AOSL,Alpha and Omega Semi,NASDAQ,11.7,Electronics - Semiconductors,Computers and Technology,SIC-3674 Semiconductors & Related Devices
AOUT,American Outdoor Brands Inc,NASDAQ,12.77,Leisure & Recreational Prdcts,Consumer Discretionary,N/A
AP,Ampco-Pittsburgh Corp,NYSE,3.15,Metal Production & Fabrication,Basic Materials,SIC-3561 Pumps & Pumping Equipment
APA,Apache Corp,NASDAQ,11.1,Oil - US Exploration & Product,Oils-Energy,N/A
APD,Air Products and Chemicals,NYSE,285.43,Chemical - Diversified,Basic Materials,N/A
APDN,Applied Dna Scns,NASDAQ,7.77,Protection - Safety,Industrial Products,SIC-7380 Services-Miscellaneous Business Services
APEI,American Public Eduducation,NASDAQ,28.02,Schools,Consumer Discretionary,SIC-8200 Services-Educational Services
APEN,Apollo Endosurgery Inc,NASDAQ,1.39,Medical Instruments,Medical,SIC-3841 Surgical & Medical Instruments & Apparatus
APEX,Apex Global Brands Inc,NASDAQ,4.9,Textile - Apparel,Consumer Staples,"SIC-2330 Womens, Misses, and Juniors Outerwear"
APG,Api Group Corp,NYSE,14.35,Business Services,Business Services,N/A
APH,Amphenol Corp,NYSE,103.29,Electronics - Connectors,Computers and Technology,SIC-3678 Electronic Connectors
APHA,Aphria Inc,NASDAQ,4.44,Medical Products,Medical,SIC-2833 Medicinal Chemicals & Botanical Products
API,Agora Inc Ads,NASDAQ,46.54,Technology Services,Business Services,N/A
APLE,Apple Hospitality REIT Inc,NYSE,9.11,REIT - Equity Trust Other,Finance,SIC-6798 Real Estate Investment Trusts
APLS,Apellis Pharmaceuticals Inc,NASDAQ,30.22,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
APLT,Applied Therapeutics Inc,NASDAQ,20.46,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
APM,Aptorum Group Ltd Cl A,NASDAQ,1.44,Medical - Drugs,Medical,SIC-2834 Pharmaceutical Preparations
APOG,Apogee Entrpr Inc,NASDAQ,21.15,Glass Products,Industrial Products,"SIC-3231 Glass Products, Made of Purchased Glass"
APOP,Cellect Biotechnology Ltd,NASDAQ,2.11,Medical - Biomedical,Medical,SIC-3841 Surgical & Medical Instruments & Apparatus
APPF,Appfolio Cl A,NASDAQ,140.01,Internet - Software,Computers and Technology,SIC-7372 Services-Prepackaged Software
APPN,Appian Corp Cl A,NASDAQ,56.2,Internet - Software,Computers and Technology,SIC-7372 Services-Prepackaged Software
APPS,Digital Turbine,NASDAQ,32.67,Internet - Software,Computers and Technology,SIC-6794 Patent Owners & Lessors
APRE,Aprea Therapeutics Inc,NASDAQ,21.89,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
APRN,Blue Apron Holdings Inc,NYSE,6.22,Food - Misc & Diversified,Consumer Staples,SIC-5961 Retail-Catalog & Mail-Order Houses
APT,Alpha Pro Tech,NYSE Arca,13.96,Protection - Safety,Industrial Products,"SIC-3842 Orthopedic, Prosthetic & Surgical Appliances"
APTO,Aptose Bioscns,NASDAQ,5.79,Medical - Biomedical,Medical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
APTS,Preferred Apartment Communities,NYSE,5.08,REIT - Equity Trust Resident,Finance,SIC-6798 Real Estate Investment Trusts
APTV,Aptiv Plc,NYSE,83.95,Technology Services,Business Services,N/A
APTX,Aptinyx Inc,NASDAQ,3.24,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
APVO,Aptevo Therapeutics Inc,NASDAQ,7.25,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
APWC,Asia Pacific Wire & Cable,NASDAQ,1.06,Wire & Cable Products,Industrial Products,SIC-3357 Drawing & Insulating of Nonferrous Wire
APYX,Apyx Medical Corp,NASDAQ,4.38,Medical Products,Medical,SIC-3841 Surgical & Medical Instruments & Apparatus
AQB,Aquabounty Technologies Inc,NASDAQ,4.04,Medical - Biomedical,Medical,"SIC-0900 Fishing, Hunting and Trapping"
AQMS,Aqua Metals Inc,NASDAQ,0.91,Waste Removal Svcs,Business Services,N/A
AQN,Algonquin Pwr & Util,NYSE,13.95,Utility - Electric Power,Utilities,SIC-4911 Electric Services
AQST,Aquestive Therapeutics Inc,NASDAQ,8.02,Medical - Drugs,Medical,SIC-2834 Pharmaceutical Preparations
AQUA,Evoqua Water Technologies Corp,NYSE,19.49,Technology Services,Business Services,SIC-3580 Refrigeration & Service Industry Machinery
AR,Antero Resources Corp,NYSE,2.95,Oil - US Exploration & Product,Oils-Energy,SIC-1311 Crude Petroleum & Natural Gas
ARA,American Renal Associates,NYSE,6.2,Medical - Outpatient & Hm Care,Medical,"SIC-8090 Services-Misc Health & Allied Services, NEC"
ARAV,Aravive Inc,NASDAQ,5.11,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
ARAY,Accuray Inc,NASDAQ,2.31,Medical Instruments,Medical,SIC-3841 Surgical & Medical Instruments & Apparatus
ARC,American Reprographics Company,NYSE,0.94,Printing - Commercial,Industrial Products,N/A
ARCB,Arcbest Corp,NASDAQ,29.97,Transportation - Truck,Transportation,SIC-4213 Trucking (No Local)
ARCC,Ares Capital Corp,NASDAQ,13.41,Finance - SBIC & Commercial,Finance,"SIC-6799 Investors, NEC"
ARCE,Arco Platform Ltd Cl A,NASDAQ,39.45,Internet - Software,Computers and Technology,SIC-8200 Services-Educational Services
ARCH,Arch Coal Inc,NYSE,46.75,Steel - Specialty,Basic Materials,SIC-1221 Bituminous Coal & Lignite Mining
ARCO,Arcos Dorados Holdings Inc,NYSE,4.08,Retail - Restaurants,Retail-Wholesale,SIC-5812 Retail-Eating Places
ARCT,Arcturus Therapeutics Ltd,NASDAQ,38.95,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
ARD,Ardagh Group S.A.,NYSE,13.79,Industrial Services,Industrial Products,SIC-3221 Glass Containers
ARDS,Aridis Pharmaceuticals Inc,NASDAQ,6.62,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
ARDX,Ardelyx Inc,NASDAQ,5.55,Medical - Drugs,Medical,SIC-2834 Pharmaceutical Preparations
ARE,Alexandria Real Estate Equities,NYSE,156.53,REIT - Equity Trust Other,Finance,N/A
AREC,American Resources Corp,NASDAQ,1.39,Mining - Misc,Basic Materials,SIC-7600 Services-Miscellaneous Repair Services
ARGO,Argo Group Intl Hlds,NYSE,32.9,Insurance - Proprty & Casualty,Finance,SIC-6361 Title Insurance
ARGX,Argenx Se Ads,NASDAQ,245.85,Medical - Biomedical,Medical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
ARI,Apollo Commercial Real Estate,NYSE,8.53,REIT - Mortgage Trusts,Finance,SIC-6798 Real Estate Investment Trusts
ARKR,Ark Restaurants Cp,NASDAQ,11.43,Retail - Restaurants,Retail-Wholesale,SIC-5812 Retail-Eating Places
ARL,American Realty Investors,NYSE,7.92,Real Estate Operations,Finance,SIC-6510 Real Estate Operators (No Developers) & Less
ARLO,Arlo Technologies Inc,NYSE,5.26,Internet - Software,Computers and Technology,SIC-3651 Household Audio & Video Equipment
ARLP,Alliance Resource Pt,NASDAQ,2.92,Coal,Oils-Energy,SIC-1221 Bituminous Coal & Lignite Mining
ARMK,Aramark Holdings Corp,NYSE,25.89,Food - Misc & Diversified,Consumer Staples,SIC-5812 Retail-Eating Places
ARMP,Armata Pharmaceuticals Inc,NYSE Arca,3.01,Medical - Biomedical,Medical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
ARNA,Arena Pharmaceuticals,NASDAQ,72.75,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
ARNC,Arconic Corp,NYSE,18.89,Metal Products - Distribution,Basic Materials,N/A
AROC,Archrock Inc,NYSE,5.26,Oil - Field Services,Oils-Energy,SIC-4922 Natural Gas Transmission
AROW,Arrow Financial Corp,NASDAQ,24.63,Banks - Northeast,Finance,SIC-6021 National Commercial Banks
ARPO,Aerpio Pharmaceuticals Inc,NASDAQ,1.52,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
ARQT,Arcutis Biotherapeutics Inc,NASDAQ,24.74,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
ARR,Armour Residential R,NYSE,9.17,REIT - Mortgage Trusts,Finance,SIC-6798 Real Estate Investment Trusts
ARTL,Artelo Biosciences Inc,NASDAQ,0.8,Medical - Biomedical,Medical,N/A
ARTNA,Artesian Res Cp A,NASDAQ,33.11,Utility - Water Supply,Utilities,SIC-4941 Water Supply
ARTW,Art S Way MFG Company,NASDAQ,2.05,Machinery - Farm,Industrial Products,SIC-3523 Farm Machinery & Equipment
ARVN,Arvinas Inc,NASDAQ,24.55,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
ARW,Arrow Electronics,NYSE,77.05,Electronics - Parts Distrib,Computers and Technology,"SIC-5065 Wholesale-Electronic Parts & Equipment, NEC"
ARWR,Arrowhead Pharma,NASDAQ,44.64,Medical - Drugs,Medical,SIC-2834 Pharmaceutical Preparations
ASB,Associated Banc-Corp,NYSE,12.2,Banks - Midwest,Finance,SIC-6022 State Commercial Banks
ASC,Ardmore Shipping Corp,NYSE,3.13,Transportation - Ship,Transportation,SIC-4412 Deep Sea Foreign Transportation of Freight
ASFI,Asta Funding Inc,NASDAQ,13.08,Finance - Consumer Loans,Finance,SIC-6153 Short-Term Business Credit Institutions
ASGN,On Assignment,NYSE,62.48,IT Services,Computers and Technology,SIC-7363 Services-Help Supply Services
ASH,Ashland Global Holdings Inc,NYSE,67.48,Chemical - Specialty,Basic Materials,SIC-5160 Wholesale-Chemicals & Allied Products
ASIX,Advansix Inc,NYSE,11.96,Chemical - Specialty,Basic Materials,"SIC-2821 Plastic Materials, Synth Resins & Nonvulcan"
ASLN,Aslan Pharmaceuticals Ltd ADR,NASDAQ,1.92,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
ASM,Avino Silver & Gold,NYSE Arca,0.93,Mining - Silver,Basic Materials,N/A
ASMB,Assembly Biosciences,NASDAQ,16.09,Medical - Generic Drugs,Medical,SIC-2834 Pharmaceutical Preparations
ASML,Asml Hld NY Reg,NASDAQ,357.56,Semi-Eqpt Wafer Fabrication,Computers and Technology,"SIC-3559 Special Industry Machinery, NEC"
ASND,Ascendis Pharma Ads,NASDAQ,146,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
ASPN,Aspen Aerogels Inc,NYSE,9.53,Building & Construction - Misc,Construction,SIC-5030 Wholesale-Lumber & Other Construction Materi
ASPS,Altisource Portfolio,NASDAQ,13.34,REIT - Mortgage Trusts,Finance,SIC-7380 Services-Miscellaneous Business Services
ASPU,Aspen Group Inc,NASDAQ,10.99,Internet - Services,Computers and Technology,SIC-8200 Services-Educational Services
ASR,Grupo Aeroportuario Del Sureste,NYSE,105.9,Transportation - Services,Transportation,"SIC-4581 Airports, Flying Fields & Airport Terminal S"
ASRT,Assertio Therapeutics Inc,NASDAQ,0.67,Medical - Drugs,Medical,N/A
ASRV,Ameriserv Financial,NASDAQ,2.66,Banks - Northeast,Finance,SIC-6021 National Commercial Banks
ASTC,Astrotech Corp,NASDAQ,1.49,Aerospace - Defense Equipment,Aerospace,SIC-3826 Laboratory Analytical Instruments
ASTE,Astec Inds Inc,NASDAQ,50.19,Machinery - Construct & Mining,Industrial Products,SIC-3531 Construction Machinery & Equip
ASUR,Asure Software,NASDAQ,6.83,Internet Services - Delivery,Computers and Technology,SIC-7373 Services-Computer Integrated Systems Design
ASX,Ase Industrial Holding CO Ltd,NYSE,4.02,Electronics - Semiconductors,Computers and Technology,SIC-3674 Semiconductors & Related Devices
ASYS,Amtech Systems Inc,NASDAQ,5.02,Semi General,Computers and Technology,"SIC-3559 Special Industry Machinery, NEC"
AT,Atlantic Power Corp,NYSE,1.95,Utility - Electric Power,Utilities,"SIC-4900 Electric, Gas & Sanitary Services"
ATCX,Atlas Technical Consultants Inc,NASDAQ,8.85,Engineering & R&D Services,Industrial Products,SIC-8742 Services-Management Consulting Services
ATEC,Alphatec Holdings,NASDAQ,6.19,Medical Instruments,Medical,SIC-3841 Surgical & Medical Instruments & Apparatus
ATEN,A10 Networks Inc,NYSE,6.78,Communication Network Software,Computers and Technology,SIC-3576 Computer Communications Equipment
ATEX,Pdvwireless,NASDAQ,35.13,Communications Infrastructure,Computers and Technology,SIC-4813 Telephone Communications (No Radiotelephone)
ATGE,Adtalem Global Education Inc,NYSE,24.15,Schools,Consumer Discretionary,SIC-8200 Services-Educational Services
ATH,Athene Holding Ltd,NYSE,33,Insurance - Life,Finance,SIC-6311 Life Insurance
ATHE,Alterity Therapeutics Ltd,NASDAQ,2.07,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
ATHM,Autohome Inc,NYSE,91,Internet - Services,Computers and Technology,SIC-7374 Services-Computer Processing & Data Preparat
ATHX,Athersys Inc,NASDAQ,1.91,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
ATI,Allegheny Technologies Inc,NYSE,8.97,Steel - Specialty,Basic Materials,SIC-3317 Steel Pipe & Tubes
ATIF,Atif Holdings Ltd,NASDAQ,1.12,Consulting,Business Services,SIC-8742 Services-Management Consulting Services
ATKR,Atkore International Group,NYSE,22.47,Wire & Cable Products,Industrial Products,"SIC-3690 Miscellaneous Electrical Machinery, Equipmen"
ATLC,Atlanticus Hld Cp,NASDAQ,13.2,Finance - Misc Services,Finance,SIC-6141 Personal Credit Institutions
ATLO,Ames Natl Corp,NASDAQ,16.87,Banks - Midwest,Finance,SIC-6021 National Commercial Banks
ATNI,Atn International,NASDAQ,48.36,Wireless National,Utilities,SIC-4813 Telephone Communications (No Radiotelephone)
ATNM,Actinium Pharmaceuticals Inc,NYSE Arca,8.91,Medical - Drugs,Medical,SIC-2834 Pharmaceutical Preparations
ATNX,Athenex Inc,NASDAQ,12.92,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
ATO,Atmos Energy Corp,NYSE,92.87,Utility - Gas Distribution,Utilities,SIC-4924 Natural Gas Distribution
ATOM,Atomera Inc,NASDAQ,9.19,Electronics - Semiconductors,Computers and Technology,SIC-3674 Semiconductors & Related Devices
ATOS,Atossa Genetics Inc,NASDAQ,2.4,Medical Instruments,Medical,SIC-2834 Pharmaceutical Preparations
ATR,Aptargroup,NYSE,112.14,Containers - Paper Products,Industrial Products,"SIC-3089 Plastics Products, NEC"
ATRA,Atara Biotherap,NASDAQ,13.41,Medical - Biomedical,Medical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
ATRC,Atricure Inc,NASDAQ,38.52,Medical Products,Medical,SIC-3841 Surgical & Medical Instruments & Apparatus
ATRI,Atrion Corp,NASDAQ,630.02,Medical - Dental Suppliers,Medical,SIC-3841 Surgical & Medical Instruments & Apparatus
ATRO,Astronics Cp,NASDAQ,7.9,Aerospace - Defense Equipment,Aerospace,"SIC-3728 Aircraft Parts & Auxiliary Equipment, NEC"
ATRS,Antares Pharma,NASDAQ,2.68,Medical - Dental Suppliers,Medical,SIC-3841 Surgical & Medical Instruments & Apparatus
ATSG,Air Transport,NASDAQ,24.98,Transportation - Air Freight,Transportation,SIC-4513 Air Courier Services
ATTO,Atento S.A.,NYSE,9.54,Outsourcing,Business Services,SIC-4813 Telephone Communications (No Radiotelephone)
ATUS,Altice USA Inc Cl A,NYSE,25.49,Communications Components,Computers and Technology,SIC-4841 Cable & Other Pay Television Services
ATV,Acorn International,NYSE,14.9,Retail - Mail Order,Retail-Wholesale,SIC-5900 Retail-Miscellaneous Retail
ATVI,Activision Blizzard,NASDAQ,80.13,Toys & Game & Hobby,Consumer Discretionary,N/A
ATXI,Avenue Therapeutics Inc,NASDAQ,11.07,Medical - Drugs,Medical,SIC-2834 Pharmaceutical Preparations
AU,Anglogold Ashanti Ltd,NYSE,24.79,Mining - Gold,Basic Materials,SIC-1040 Gold and Silver Ores
AUB,Atlantic Union Bancshares Corp,NASDAQ,20,Banks - Northeast,Finance,SIC-6022 State Commercial Banks
AUBN,Auburn Natl Bncp,NASDAQ,37.83,Banks - Southeast,Finance,SIC-6022 State Commercial Banks
AUDC,Audiocodes Ltd,NASDAQ,31.01,Communications Components,Computers and Technology,SIC-3661 Telephone & Telegraph Apparatus
AUG,Auryn Resources Inc,NYSE Arca,1.83,Mining - Misc,Basic Materials,SIC-1040 Gold and Silver Ores
AUMN,Golden Minerals Company,NYSE Arca,0.4,Mining - Misc,Basic Materials,N/A
AUPH,Aurinia Pharm Ord,NASDAQ,14.1,Medical - Drugs,Medical,SIC-2834 Pharmaceutical Preparations
AUTL,Autolus Therapeutics Plc ADR,NASDAQ,12.69,Medical - Biomedical,Medical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
AUTO,Autoweb Inc,NASDAQ,3.2,Auto - Domestic,Auto-Tires-Trucks,"SIC-7370 Services-Computer Programming, Data Processi"
AUVI,Applied Uv Inc,NASDAQ,7.1,Technology Services,Business Services,N/A
AUY,Yamana Gold,NYSE,5.37,Mining - Gold,Basic Materials,SIC-1040 Gold and Silver Ores
AVA,Avista Corp,NYSE,33.36,Utility - Electric Power,Utilities,SIC-4931 Electric & Other Services Combined
AVAV,Aerovironment Inc,NASDAQ,61.21,Aerospace - Defense Equipment,Aerospace,SIC-3721 Aircraft
AVB,Avalonbay Communities,NYSE,147.06,REIT - Equity Trust Resident,Finance,N/A
AVCO,Avalon Globocare,NASDAQ,1.15,Outsourcing,Business Services,SIC-8742 Services-Management Consulting Services
AVD,American Vanguard Corp,NYSE,12.85,Chemical - Specialty,Basic Materials,SIC-2870 Agricultural Chemicals
AVDL,Avadel Pharmaceuticals Plc,NASDAQ,5.23,Medical - Drugs,Medical,SIC-2834 Pharmaceutical Preparations
